Handle,Title,Body (HTML),Vendor,Type,Tags,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src
reginald-athletic-sweat,Reginald Athletic Sweat,,Three Over One,Sweatshirt,,Color,Navy Marl,Size,XXL,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,Reginald Athletic Sweat,,Three Over One,Sweatshirt,,Color,Grey Marl,Size,S,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,Reginald Athletic Sweat,,Three Over One,Sweatshirt,,Color,Grey Marl,Size,M,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,Reginald Athletic Sweat,,Three Over One,Sweatshirt,,Color,Grey Marl,Size,L,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,Reginald Athletic Sweat,,Three Over One,Sweatshirt,,Color,Grey Marl,Size,XL,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,Reginald Athletic Sweat,,Three Over One,Sweatshirt,,Color,Grey Marl,Size,XXL,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,Reginald Athletic Sweat,,Three Over One,Sweatshirt,,Color,Burnt Green Marl,Size,S,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,Reginald Athletic Sweat,,Three Over One,Sweatshirt,,Color,Burnt Green Marl,Size,M,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,Reginald Athletic Sweat,,Three Over One,Sweatshirt,,Color,Burnt Green Marl,Size,L,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,Reginald Athletic Sweat,,Three Over One,Sweatshirt,,Color,Burnt Green Marl,Size,XL,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,Reginald Athletic Sweat,,Three Over One,Sweatshirt,,Color,Burnt Green Marl,Size,XXL,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,Reginald Athletic Sweat,,Three Over One,Sweatshirt,,Color,Burnt Red Marl,Size,S,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,Reginald Athletic Sweat,,Three Over One,Sweatshirt,,Color,Burnt Red Marl,Size,M,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,Reginald Athletic Sweat,,Three Over One,Sweatshirt,,Color,Burnt Red Marl,Size,L,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,Reginald Athletic Sweat,,Three Over One,Sweatshirt,,Color,Burnt Red Marl,Size,XL,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,Reginald Athletic Sweat,,Three Over One,Sweatshirt,,Color,Burnt Red Marl,Size,XXL,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,Reginald Athletic Sweat,,Three Over One,Sweatshirt,,Color,Burnt Orange Marl,Size,S,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,Reginald Athletic Sweat,,Three Over One,Sweatshirt,,Color,Burnt Orange Marl,Size,M,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,Reginald Athletic Sweat,,Three Over One,Sweatshirt,,Color,Burnt Orange Marl,Size,L,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,Reginald Athletic Sweat,,Three Over One,Sweatshirt,,Color,Burnt Orange Marl,Size,XL,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,Reginald Athletic Sweat,,Three Over One,Sweatshirt,,Color,Burnt Orange Marl,Size,XXL,,,,0,,1,deny,manual,139,,TRUE,TRUE,
rosemary-athletic-sweat,Rosemary Athletic Sweat,,Three Over One,Sweatshirt,,Color,Default Title,,,,,,0,,1,deny,manual,0,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Stone and Rust Brushed Check,Size,S,,,,0,,1,deny,manual,189,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Stone and Rust Brushed Check,Size,M,,,,0,,1,deny,manual,189,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Stone and Rust Brushed Check,Size,L,,,,0,,1,deny,manual,189,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Stone and Rust Brushed Check,Size,XL,,,,0,,1,deny,manual,189,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Stone and Rust Brushed Check,Size,XXL,,,,0,,1,deny,manual,189,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Black and Orange Paisley Print,Size,S,,,,0,,1,deny,manual,179,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Black and Orange Paisley Print,Size,M,,,,0,,1,deny,manual,179,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Black and Orange Paisley Print,Size,L,,,,0,,1,deny,manual,179,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Black and Orange Paisley Print,Size,XL,,,,0,,1,deny,manual,179,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Black and Orange Paisley Print,Size,XXL,,,,0,,1,deny,manual,179,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Blue and Yellow Paisley Print,Size,S,,,,0,,1,deny,manual,179,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Blue and Yellow Paisley Print,Size,M,,,,0,,1,deny,manual,179,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Blue and Yellow Paisley Print,Size,L,,,,0,,1,deny,manual,179,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Blue and Yellow Paisley Print,Size,XL,,,,0,,1,deny,manual,179,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Blue and Yellow Paisley Print,Size,XXL,,,,0,,1,deny,manual,179,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Burnt Red Rose Floral Print,Size,S,,,,0,,1,deny,manual,179,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Burnt Red Rose Floral Print,Size,M,,,,0,,1,deny,manual,179,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Burnt Red Rose Floral Print,Size,L,,,,0,,1,deny,manual,179,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Burnt Red Rose Floral Print,Size,XL,,,,0,,1,deny,manual,179,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Burnt Red Rose Floral Print,Size,XXL,,,,0,,1,deny,manual,179,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Navy Rose Floral Print,Size,S,,,,0,,1,deny,manual,179,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Navy Rose Floral Print,Size,M,,,,0,,1,deny,manual,179,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Navy Rose Floral Print,Size,L,,,,0,,1,deny,manual,179,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Navy Rose Floral Print,Size,XL,,,,0,,1,deny,manual,179,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Navy Rose Floral Print,Size,XXL,,,,0,,1,deny,manual,179,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Large Orange Check,Size,S,,,,0,,1,deny,manual,189,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Large Orange Check,Size,M,,,,0,,1,deny,manual,189,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Large Orange Check,Size,L,,,,0,,1,deny,manual,189,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Large Orange Check,Size,XL,,,,0,,1,deny,manual,189,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Large Orange Check,Size,XXL,,,,0,,1,deny,manual,189,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Large Blue Check,Size,S,,,,0,,1,deny,manual,189,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Large Blue Check,Size,M,,,,0,,1,deny,manual,189,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Large Blue Check,Size,L,,,,0,,1,deny,manual,189,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Large Blue Check,Size,XL,,,,0,,1,deny,manual,189,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Large Blue Check,Size,XXL,,,,0,,1,deny,manual,189,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Light Wash Denim,Size,S,,,,0,,1,deny,manual,279,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Light Wash Denim,Size,M,,,,0,,1,deny,manual,279,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Light Wash Denim,Size,L,,,,0,,1,deny,manual,279,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Light Wash Denim,Size,XL,,,,0,,1,deny,manual,279,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Light Wash Denim,Size,XXL,,,,0,,1,deny,manual,279,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Dark Wash Denim,Size,S,,,,0,,1,deny,manual,279,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Dark Wash Denim,Size,M,,,,0,,1,deny,manual,279,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Dark Wash Denim,Size,L,,,,0,,1,deny,manual,279,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Dark Wash Denim,Size,XL,,,,0,,1,deny,manual,279,,TRUE,TRUE,
stanley-button-down-collar-shirt,Stanley Button Down Collar Shirt,,Three Over One,Shirt,,Color,Dark Wash Denim,Size,XXL,,,,0,,1,deny,manual,279,,TRUE,TRUE,
stripe-oxford-tie,Stripe Oxford Tie,,Three Over One,Tie,,Color,Default Title,,,,,,0,,1,deny,manual,279,,TRUE,TRUE,
theodore-knit-cardigan,Theodore Knit Cardigan,,Three Over One,Knit,,Color,Black,Size,S,,,,0,,1,deny,manual,139,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--123_Theodore_Knit_Cardigan_Burnt_Red_Front.jpg?732
theodore-knit-cardigan,Theodore Knit Cardigan,,Three Over One,Knit,,Color,Black,Size,M,,,,0,,1,deny,manual,139,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--124_Theodore_Knit_Cardigan_Burnt_Red_Back.jpg?732
theodore-knit-cardigan,Theodore Knit Cardigan,,Three Over One,Knit,,Color,Black,Size,L,,,,0,,1,deny,manual,139,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--127_Theodore_Knit_Cardigan_Navy_Front.jpg?732
theodore-knit-cardigan,Theodore Knit Cardigan,,Three Over One,Knit,,Color,Black,Size,XL,,,,0,,1,deny,manual,139,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--128_Theodore_Knit_Cardigan_Navy_Back.jpg?732
theodore-knit-cardigan,Theodore Knit Cardigan,,Three Over One,Knit,,Color,Black,Size,XXL,,,,0,,1,deny,manual,139,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--129_Theodore_Knit_Cardigan_Black_Front.jpg?732
theodore-knit-cardigan,Theodore Knit Cardigan,,Three Over One,Knit,,Color,Navy,Size,S,,,,0,,1,deny,manual,139,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--130_Theodore_Knit_Cardigan_Black_Back.jpg?732
theodore-knit-cardigan,Theodore Knit Cardigan,,Three Over One,Knit,,Color,Navy,Size,M,,,,0,,1,deny,manual,139,,TRUE,TRUE,
theodore-knit-cardigan,Theodore Knit Cardigan,,Three Over One,Knit,,Color,Navy,Size,L,,,,0,,1,deny,manual,139,,TRUE,TRUE,
theodore-knit-cardigan,Theodore Knit Cardigan,,Three Over One,Knit,,Color,Navy,Size,XL,,,,0,,1,deny,manual,139,,TRUE,TRUE,
theodore-knit-cardigan,Theodore Knit Cardigan,,Three Over One,Knit,,Color,Navy,Size,XXL,,,,0,,1,deny,manual,139,,TRUE,TRUE,
theodore-knit-cardigan,Theodore Knit Cardigan,,Three Over One,Knit,,Color,Burnt Red,Size,S,,,,0,,1,deny,manual,139,,TRUE,TRUE,
theodore-knit-cardigan,Theodore Knit Cardigan,,Three Over One,Knit,,Color,Burnt Red,Size,M,,,,0,,1,deny,manual,139,,TRUE,TRUE,
theodore-knit-cardigan,Theodore Knit Cardigan,,Three Over One,Knit,,Color,Burnt Red,Size,L,,,,0,,1,deny,manual,139,,TRUE,TRUE,
theodore-knit-cardigan,Theodore Knit Cardigan,,Three Over One,Knit,,Color,Burnt Red,Size,XL,,,,0,,1,deny,manual,139,,TRUE,TRUE,
theodore-knit-cardigan,Theodore Knit Cardigan,,Three Over One,Knit,,Color,Burnt Red,Size,XXL,,,,0,,1,deny,manual,139,,TRUE,TRUE,
tommy-work-shirt,Tommy Work Shirt,,Three Over One,Shirt,,Color,Light Blue Chambray,Size,S,,,,0,,1,deny,manual,229,,TRUE,TRUE,
tommy-work-shirt,Tommy Work Shirt,,Three Over One,Shirt,,Color,Light Blue Chambray,Size,M,,,,0,,1,deny,manual,229,,TRUE,TRUE,
tommy-work-shirt,Tommy Work Shirt,,Three Over One,Shirt,,Color,Light Blue Chambray,Size,L,,,,0,,1,deny,manual,229,,TRUE,TRUE,
tommy-work-shirt,Tommy Work Shirt,,Three Over One,Shirt,,Color,Light Blue Chambray,Size,XL,,,,0,,1,deny,manual,229,,TRUE,TRUE,
tommy-work-shirt,Tommy Work Shirt,,Three Over One,Shirt,,Color,Light Blue Chambray,Size,XXL,,,,0,,1,deny,manual,229,,TRUE,TRUE,
tommy-work-shirt,Tommy Work Shirt,,Three Over One,Shirt,,Color,Burnt Orange Large Check,Size,S,,,,0,,1,deny,manual,229,,TRUE,TRUE,
tommy-work-shirt,Tommy Work Shirt,,Three Over One,Shirt,,Color,Burnt Orange Large Check,Size,M,,,,0,,1,deny,manual,229,,TRUE,TRUE,
tommy-work-shirt,Tommy Work Shirt,,Three Over One,Shirt,,Color,Burnt Orange Large Check,Size,L,,,,0,,1,deny,manual,229,,TRUE,TRUE,
tommy-work-shirt,Tommy Work Shirt,,Three Over One,Shirt,,Color,Burnt Orange Large Check,Size,XL,,,,0,,1,deny,manual,229,,TRUE,TRUE,
tommy-work-shirt,Tommy Work Shirt,,Three Over One,Shirt,,Color,Burnt Orange Large Check,Size,XXL,,,,0,,1,deny,manual,229,,TRUE,TRUE,
victor-over-shirt,Victor Over Shirt,,Three Over One,Shirt,,Color,Navy,Size,S,,,,0,,1,deny,manual,239,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/threeoverone_fl_079_victor_over_shirt_green_front.jpg?732
victor-over-shirt,Victor Over Shirt,,Three Over One,Shirt,,Color,Navy,Size,M,,,,0,,1,deny,manual,239,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/threeoverone_fl_080_victor_over_shirt_green_back.jpg?732
victor-over-shirt,Victor Over Shirt,,Three Over One,Shirt,,Color,Navy,Size,L,,,,0,,1,deny,manual,239,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/threeoverone_fl_083_victor_over_shirt_navy_front.jpg?732
victor-over-shirt,Victor Over Shirt,,Three Over One,Shirt,,Color,Navy,Size,XL,,,,0,,1,deny,manual,239,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/threeoverone_fl_084_victor_over_shirt_navy_back.jpg?732
victor-over-shirt,Victor Over Shirt,,Three Over One,Shirt,,Color,Navy,Size,XXL,,,,0,,1,deny,manual,239,,TRUE,TRUE,
victor-over-shirt,Victor Over Shirt,,Three Over One,Shirt,,Color,Green,Size,S,,,,0,,1,deny,manual,239,,TRUE,TRUE,
victor-over-shirt,Victor Over Shirt,,Three Over One,Shirt,,Color,Green,Size,M,,,,0,,1,deny,manual,239,,TRUE,TRUE,
victor-over-shirt,Victor Over Shirt,,Three Over One,Shirt,,Color,Green,Size,L,,,,0,,1,deny,manual,239,,TRUE,TRUE,
victor-over-shirt,Victor Over Shirt,,Three Over One,Shirt,,Color,Green,Size,XL,,,,0,,1,deny,manual,239,,TRUE,TRUE,
victor-over-shirt,Victor Over Shirt,,Three Over One,Shirt,,Color,Green,Size,XXL,,,,0,,1,deny,manual,239,,TRUE,TRUE,
wallis-trouser,Wallis Trouser,,Three Over One,Trouser,,Color,Default Title,,,,,,0,,1,deny,manual,0,,TRUE,TRUE,
walter-trouser,Walter Trouser,,Three Over One,Trouser,,Color,Navy Corduroy ,Size,30,,,,0,,1,deny,manual,239,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--113_Walter_Trouser_Navy_Cord_Front.jpg?732
walter-trouser,Walter Trouser,,Three Over One,Trouser,,Color,Navy Corduroy ,Size,32,,,,0,,1,deny,manual,239,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--114_Walter_Trouser_Navy_Cord_Back.jpg?732
walter-trouser,Walter Trouser,,Three Over One,Trouser,,Color,Navy Corduroy ,Size,34,,,,0,,1,deny,manual,239,,TRUE,TRUE,
walter-trouser,Walter Trouser,,Three Over One,Trouser,,Color,Navy Corduroy ,Size,36,,,,0,,1,deny,manual,239,,TRUE,TRUE,
walter-trouser,Walter Trouser,,Three Over One,Trouser,,Color,Navy Corduroy ,Size,38,,,,0,,1,deny,manual,239,,TRUE,TRUE,
william-waistcoat,William Waistcoat,,Three Over One,Coat,,Color,Navy Corduroy ,Size,S,,,,0,,1,deny,manual,219,,TRUE,TRUE,
william-waistcoat,William Waistcoat,,Three Over One,Coat,,Color,Navy Corduroy ,Size,M,,,,0,,1,deny,manual,219,,TRUE,TRUE,
william-waistcoat,William Waistcoat,,Three Over One,Coat,,Color,Navy Corduroy ,Size,L,,,,0,,1,deny,manual,219,,TRUE,TRUE,
william-waistcoat,William Waistcoat,,Three Over One,Coat,,Color,Navy Corduroy ,Size,XL,,,,0,,1,deny,manual,219,,TRUE,TRUE,
william-waistcoat,William Waistcoat,,Three Over One,Coat,,Color,Navy Corduroy ,Size,XXL,,,,0,,1,deny,manual,219,,TRUE,TRUE,
wilma-waistcoat,Wilma Waistcoat,,Three Over One,Coat,,Color,Default Title,,,,,,0,,1,deny,manual,0,,TRUE,TRUE,
roy-pocket-tee,Roy Pocket Tee,"<p>Slim fit crew neck tee.</p>
<p>Woven fabric chest pocket and back neck lining
100% cotton jersey fabric</p>
<p>Heavily garment washed for softness</p>
<p>Made in China</p>",Three Over One,T Shirt,,Color,White,Size,S,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,Roy Pocket Tee,,Three Over One,T Shirt,,Color,White,Size,M,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,Roy Pocket Tee,,Three Over One,T Shirt,,Color,White,Size,L,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,Roy Pocket Tee,,Three Over One,T Shirt,,Color,White,Size,XL,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,Roy Pocket Tee,,Three Over One,T Shirt,,Color,White,Size,XXL,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,Roy Pocket Tee,,Three Over One,T Shirt,,Color,Navy,Size,S,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,Roy Pocket Tee,,Three Over One,T Shirt,,Color,Navy,Size,M,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,Roy Pocket Tee,,Three Over One,T Shirt,,Color,Navy,Size,L,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,Roy Pocket Tee,,Three Over One,T Shirt,,Color,Navy,Size,XL,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,Roy Pocket Tee,,Three Over One,T Shirt,,Color,Navy,Size,XXL,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,Roy Pocket Tee,,Three Over One,T Shirt,,Color,Grey Marl,Size,S,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,Roy Pocket Tee,,Three Over One,T Shirt,,Color,Grey Marl,Size,M,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,Roy Pocket Tee,,Three Over One,T Shirt,,Color,Grey Marl,Size,L,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,Roy Pocket Tee,,Three Over One,T Shirt,,Color,Grey Marl,Size,XL,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,Roy Pocket Tee,,Three Over One,T Shirt,,Color,Grey Marl,Size,XXL,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,Roy Pocket Tee,,Three Over One,T Shirt,,Color,Burnt Green,Size,S,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,Roy Pocket Tee,,Three Over One,T Shirt,,Color,Burnt Green,Size,M,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,Roy Pocket Tee,,Three Over One,T Shirt,,Color,Burnt Green,Size,L,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,Roy Pocket Tee,,Three Over One,T Shirt,,Color,Burnt Green,Size,XL,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,Roy Pocket Tee,,Three Over One,T Shirt,,Color,Burnt Green,Size,XXL,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,Roy Pocket Tee,,Three Over One,T Shirt,,Color,Burnt Red,Size,S,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,Roy Pocket Tee,,Three Over One,T Shirt,,Color,Burnt Red,Size,M,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,Roy Pocket Tee,,Three Over One,T Shirt,,Color,Burnt Red,Size,L,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,Roy Pocket Tee,,Three Over One,T Shirt,,Color,Burnt Red,Size,XL,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,Roy Pocket Tee,,Three Over One,T Shirt,,Color,Burnt Red,Size,XXL,,,,0,,1,deny,manual,79,,TRUE,TRUE,
eugene-under-shirt,Eugene Under Shirt,,Three Over One,Undershirt,,Color,Navy,Size,S,,,,0,,1,deny,manual,99,,TRUE,TRUE,
eugene-under-shirt,Eugene Under Shirt,,Three Over One,Undershirt,,Color,Navy,Size,M,,,,0,,1,deny,manual,99,,TRUE,TRUE,
eugene-under-shirt,Eugene Under Shirt,,Three Over One,Undershirt,,Color,Navy,Size,L,,,,0,,1,deny,manual,99,,TRUE,TRUE,
eugene-under-shirt,Eugene Under Shirt,,Three Over One,Undershirt,,Color,Navy,Size,XL,,,,0,,1,deny,manual,99,,TRUE,TRUE,
eugene-under-shirt,Eugene Under Shirt,,Three Over One,Undershirt,,Color,Navy,Size,XXL,,,,0,,1,deny,manual,99,,TRUE,TRUE,
eugene-under-shirt,Eugene Under Shirt,,Three Over One,Undershirt,,Color,Off White/Navy Stripe,Size,S,,,,0,,1,deny,manual,99,,TRUE,TRUE,
eugene-under-shirt,Eugene Under Shirt,,Three Over One,Undershirt,,Color,Off White/Navy Stripe,Size,M,,,,0,,1,deny,manual,99,,TRUE,TRUE,
eugene-under-shirt,Eugene Under Shirt,,Three Over One,Undershirt,,Color,Off White/Navy Stripe,Size,L,,,,0,,1,deny,manual,99,,TRUE,TRUE,
eugene-under-shirt,Eugene Under Shirt,,Three Over One,Undershirt,,Color,Off White/Navy Stripe,Size,XL,,,,0,,1,deny,manual,99,,TRUE,TRUE,
eugene-under-shirt,Eugene Under Shirt,,Three Over One,Undershirt,,Color,Off White/Navy Stripe,Size,XXL,,,,0,,1,deny,manual,99,,TRUE,TRUE,
samuel-under-shirt,Samuel Under Shirt,,Three Over One,Undershirt,,Color,Navy,Size,S,,,,0,,1,deny,manual,99,,TRUE,TRUE,
samuel-under-shirt,Samuel Under Shirt,,Three Over One,Undershirt,,Color,Navy,Size,M,,,,0,,1,deny,manual,99,,TRUE,TRUE,
samuel-under-shirt,Samuel Under Shirt,,Three Over One,Undershirt,,Color,Navy,Size,L,,,,0,,1,deny,manual,99,,TRUE,TRUE,
samuel-under-shirt,Samuel Under Shirt,,Three Over One,Undershirt,,Color,Navy,Size,XL,,,,0,,1,deny,manual,99,,TRUE,TRUE,
samuel-under-shirt,Samuel Under Shirt,,Three Over One,Undershirt,,Color,Navy,Size,XXL,,,,0,,1,deny,manual,99,,TRUE,TRUE,
samuel-under-shirt,Samuel Under Shirt,,Three Over One,Undershirt,,Color,Off White,Size,S,,,,0,,1,deny,manual,99,,TRUE,TRUE,
samuel-under-shirt,Samuel Under Shirt,,Three Over One,Undershirt,,Color,Off White,Size,M,,,,0,,1,deny,manual,99,,TRUE,TRUE,
