Handle,Title,Body (HTML)<br/>,Vendor,Type,Tags,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src
joseph-workers-coat,,,,,,Color,Navy,Size,XL,,,,0,,1,deny,manual,239,,TRUE,TRUE,
joseph-workers-coat,,,,,,Color,Navy,Size,XXL,,,,0,,1,deny,manual,239,,TRUE,TRUE,
joseph-workers-coat,,,,,,Color,Green,Size,S,,,,0,,1,deny,manual,239,,TRUE,TRUE,
joseph-workers-coat,,,,,,Color,Green,Size,M,,,,0,,1,deny,manual,239,,TRUE,TRUE,
joseph-workers-coat,,,,,,Color,Green,Size,L,,,,0,,1,deny,manual,239,,TRUE,TRUE,
joseph-workers-coat,,,,,,Color,Green,Size,XL,,,,0,,1,deny,manual,239,,TRUE,TRUE,
joseph-workers-coat,,,,,,Color,Green,Size,XXL,,,,0,,1,deny,manual,239,,TRUE,TRUE,
laurie-athletic-sweat,Laurie Athletic Sweat,"<p>Slim fit hooded sweatshirt.<br/>
Ribbed side panels, kangaroo pocket, ribbed cuffs and hem and woven fabric back hanger loop<br/>
100% marled cotton loop back mid weight sweat fabric<br/>
Heavily garment washed for softness<br/>
Made in China</p>",Three Over One,Sweatshirt,Mens,Color,Navy Marl,Size,S,,,,0,,1,deny,manual,159,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/175_Laurie_Atheletic_Sweat_Navy_Marl_Front.jpg
laurie-athletic-sweat,,,,,,Color,Navy Marl,Size,M,,,,0,,1,deny,manual,159,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/177_Laurie_Atheletic_Sweat_Navy_Marl_Back.jpg
laurie-athletic-sweat,,,,,,Color,Navy Marl,Size,L,,,,0,,1,deny,manual,159,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/180_Laurie_Atheletic_Sweat_Burnt_Orange_Marl_Front.jpg
laurie-athletic-sweat,,,,,,Color,Navy Marl,Size,XL,,,,0,,1,deny,manual,159,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/181_Laurie_Atheletic_Sweat_Burnt_Orange_Marl_Back.jpg
laurie-athletic-sweat,,,,,,Color,Navy Marl,Size,XXL,,,,0,,1,deny,manual,159,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/183_Laurie_Atheletic_Sweat_Burnt_Green_Marl_Front.jpg
laurie-athletic-sweat,,,,,,Color,Burnt Green Marl,Size,S,,,,0,,1,deny,manual,159,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/184_Laurie_Atheletic_Sweat_Burnt_Green_Marl_Back.jpg
laurie-athletic-sweat,,,,,,Color,Burnt Green Marl,Size,M,,,,0,,1,deny,manual,159,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/186_Laurie_Atheletic_Sweat_Burnt_Red_Marl_Front.jpg
laurie-athletic-sweat,,,,,,Color,Burnt Green Marl,Size,L,,,,0,,1,deny,manual,159,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/187_Laurie_Atheletic_Sweat_Burnt_Red_Marl_Back.jpg
laurie-athletic-sweat,,,,,,Color,Burnt Green Marl,Size,XL,,,,0,,1,deny,manual,159,,TRUE,TRUE,
laurie-athletic-sweat,,,,,,Color,Burnt Green Marl,Size,XXL,,,,0,,1,deny,manual,159,,TRUE,TRUE,
laurie-athletic-sweat,,,,,,Color,Burnt Red Marl,Size,S,,,,0,,1,deny,manual,159,,TRUE,TRUE,
laurie-athletic-sweat,,,,,,Color,Burnt Red Marl,Size,M,,,,0,,1,deny,manual,159,,TRUE,TRUE,
laurie-athletic-sweat,,,,,,Color,Burnt Red Marl,Size,L,,,,0,,1,deny,manual,159,,TRUE,TRUE,
laurie-athletic-sweat,,,,,,Color,Burnt Red Marl,Size,XL,,,,0,,1,deny,manual,159,,TRUE,TRUE,
laurie-athletic-sweat,,,,,,Color,Burnt Red Marl,Size,XXL,,,,0,,1,deny,manual,159,,TRUE,TRUE,
laurie-athletic-sweat,,,,,,Color,Burnt Orange Marl,Size,S,,,,0,,1,deny,manual,159,,TRUE,TRUE,
laurie-athletic-sweat,,,,,,Color,Burnt Orange Marl,Size,M,,,,0,,1,deny,manual,159,,TRUE,TRUE,
laurie-athletic-sweat,,,,,,Color,Burnt Orange Marl,Size,L,,,,0,,1,deny,manual,159,,TRUE,TRUE,
laurie-athletic-sweat,,,,,,Color,Burnt Orange Marl,Size,XL,,,,0,,1,deny,manual,159,,TRUE,TRUE,
laurie-athletic-sweat,,,,,,Color,Burnt Orange Marl,Size,XXL,,,,0,,1,deny,manual,159,,TRUE,TRUE,
leon-knit,Leon Knit,"<p>Relaxed fit crew neck top.<br/>
Raglan sleeve, ribbed cuffs and hem and woven fabric inner neck lining<br/>
100% cotton  mid weight French rib fabric<br/>
Heavily garment washed for softness<br/>
Made in China</p>",Three Over One,Sweatshirt,Mens,Color,Black,Size,S,,,,0,,1,deny,manual,119,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/131_Leon_Knit_Black_Front.jpg
leon-knit,,,,,,Color,Black,Size,M,,,,0,,1,deny,manual,119,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/135_Leon_Knit_Black_Back.jpg
leon-knit,,,,,,Color,Black,Size,L,,,,0,,1,deny,manual,119,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/137_Leon_Knit_Burnt_Red_Front.jpg
leon-knit,,,,,,Color,Black,Size,XL,,,,0,,1,deny,manual,119,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/139_Leon_Knit_Burnt_Red_Back.jpg
leon-knit,,,,,,Color,Black,Size,XXL,,,,0,,1,deny,manual,119,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/141_Leon_Knit_Navy_Front.jpg
leon-knit,,,,,,Color,Navy,Size,S,,,,0,,1,deny,manual,119,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/142_Leon_Knit_Navy_Back.jpg
leon-knit,,,,,,Color,Navy,Size,M,,,,0,,1,deny,manual,119,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/160_Leon_Knit_Burnt_Green_Back.jpg
leon-knit,,,,,,Color,Navy,Size,L,,,,0,,1,deny,manual,119,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/161_Leon_Knit_Burnt_Green_Front.jpg
leon-knit,,,,,,Color,Navy,Size,XL,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-knit,,,,,,Color,Navy,Size,XXL,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-knit,,,,,,Color,Burnt Red,Size,S,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-knit,,,,,,Color,Burnt Red,Size,M,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-knit,,,,,,Color,Burnt Red,Size,L,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-knit,,,,,,Color,Burnt Red,Size,XL,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-knit,,,,,,Color,Burnt Red,Size,XXL,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-knit,,,,,,Color,Burnt Green,Size,S,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-knit,,,,,,Color,Burnt Green,Size,M,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-knit,,,,,,Color,Burnt Green,Size,L,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-knit,,,,,,Color,Burnt Green,Size,XL,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-knit,,,,,,Color,Burnt Green,Size,XXL,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-true-knit,Leon True Knit,,Three Over One,Knit,Mens,Color,Green Neps,Size,S,,,,0,,1,deny,manual,0,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/118_Leon_True_Knit_Green_Neps_Front.jpg
leon-true-knit,,,,,,Color,Green Neps,Size,M,,,,0,,1,deny,manual,0,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/121_Leon_True_Knit_Green_Neps_Back.jpg
leon-true-knit,,,,,,Color,Green Neps,Size,L,,,,0,,1,deny,manual,0,,TRUE,TRUE,
leon-true-knit,,,,,,Color,Green Neps,Size,XL,,,,0,,1,deny,manual,0,,TRUE,TRUE,
leon-true-knit,,,,,,Color,Green Neps,Size,XXL,,,,0,,1,deny,manual,0,,TRUE,TRUE,
lorene-athletic-sweat,Lorene Athletic Sweat,"<p>Slim fit mens style crew neck sweatshirt.<br/>
Ribbed side panels, vee insert, ribbed cuffs and hem and woven fabric back hanger loop<br/>
100% marled cotton loop back mid weight sweat fabric<br/>
Heavily garment washed for softness<br/>
Made in China</p>",Three Over One,Sweatshirt,Womens,Color,Navy Marl,Size,XS,,,,0,,1,deny,manual,149,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/307_Lorene_Athletic_Sweat_Grey_Marl_Front.jpg
lorene-athletic-sweat,,,,,,Color,Navy Marl,Size,S,,,,0,,1,deny,manual,149,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/308_Lorene_Athletic_Sweat_Grey_Marl_Back.jpg
lorene-athletic-sweat,,,,,,Color,Navy Marl,Size,M,,,,0,,1,deny,manual,149,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/310_Lorene_Athletic_Sweat_Navy_Marl_Front.jpg
lorene-athletic-sweat,,,,,,Color,Navy Marl,Size,L,,,,0,,1,deny,manual,149,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/311__Lorene_Athletic_Sweat_Navy_Marl_Back.jpg
lorene-athletic-sweat,,,,,,Color,Grey Marl,Size,XS,,,,0,,1,deny,manual,149,,TRUE,TRUE,
lorene-athletic-sweat,,,,,,Color,Grey Marl,Size,S,,,,0,,1,deny,manual,149,,TRUE,TRUE,
lorene-athletic-sweat,,,,,,Color,Grey Marl,Size,M,,,,0,,1,deny,manual,149,,TRUE,TRUE,
lorene-athletic-sweat,,,,,,Color,Grey Marl,Size,L,,,,0,,1,deny,manual,149,,TRUE,TRUE,
milton-shirt,Milton Shirt,,Three Over One,Shirt,Mens,Color,Default Title,,,,,,0,,1,deny,manual,0,,TRUE,TRUE,
mini-floral-print-tie,Mini Floral Print Tie,,Three Over One,Tie,Mens,Color,Default Title,,,,,,0,,1,deny,manual,0,,TRUE,TRUE,
polka-dot-tie,Polka Dot Tie,,Three Over One,Tie,Mens,Color,Default Title,,,,,,0,,1,deny,manual,0,,TRUE,TRUE,
ray-atheletic-tee,Ray Atheletic Tee,"<p>Relaxed fit crew neck tee.<br/>
Ribbed vee insert and woven back neck tape<br/>
100% marled lightweight loop back cotton sweat fabric<br/>
Heavily garment washed for softness<br/>
Made in China</p>",Three Over One,T Shirt,Mens,Color,Grey Marl,Size,S,,,,0,,1,deny,manual,109,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/163_Ray_Athletic_Tee_Grey_Marl_Front.jpg
ray-atheletic-tee,,,,,,Color,Grey Marl,Size,M,,,,0,,1,deny,manual,109,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/164_Ray_Athletic_Tee_Grey_Marl_Back.jpg
ray-atheletic-tee,,,,,,Color,Grey Marl,Size,L,,,,0,,1,deny,manual,109,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/166_Ray_Athletic_Tee_Navy_Marl_Front.jpg
ray-atheletic-tee,,,,,,Color,Grey Marl,Size,XL,,,,0,,1,deny,manual,109,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/167_Ray_Athletic_Tee_Navy_Marl_Back.jpg
ray-atheletic-tee,,,,,,Color,Grey Marl,Size,XXL,,,,0,,1,deny,manual,109,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/172_Ray_Athletic_Tee_Burnt_Red_Marl_Front.jpg
ray-atheletic-tee,,,,,,Color,Navy Marl,Size,S,,,,0,,1,deny,manual,109,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/174_Ray_Athletic_Tee_Burnt_Red_Marl_Back.jpg
ray-atheletic-tee,,,,,,Color,Navy Marl,Size,M,,,,0,,1,deny,manual,109,,TRUE,TRUE,
ray-atheletic-tee,,,,,,Color,Navy Marl,Size,L,,,,0,,1,deny,manual,109,,TRUE,TRUE,
ray-atheletic-tee,,,,,,Color,Navy Marl,Size,XL,,,,0,,1,deny,manual,109,,TRUE,TRUE,
ray-atheletic-tee,,,,,,Color,Navy Marl,Size,XXL,,,,0,,1,deny,manual,109,,TRUE,TRUE,
ray-atheletic-tee,,,,,,Color,Burnt Red Marl,Size,S,,,,0,,1,deny,manual,109,,TRUE,TRUE,
ray-atheletic-tee,,,,,,Color,Burnt Red Marl,Size,M,,,,0,,1,deny,manual,109,,TRUE,TRUE,
ray-atheletic-tee,,,,,,Color,Burnt Red Marl,Size,L,,,,0,,1,deny,manual,109,,TRUE,TRUE,
ray-atheletic-tee,,,,,,Color,Burnt Red Marl,Size,XL,,,,0,,1,deny,manual,109,,TRUE,TRUE,
ray-atheletic-tee,,,,,,Color,Burnt Red Marl,Size,XXL,,,,0,,1,deny,manual,109,,TRUE,TRUE,
reginald-athletic-sweat,Reginald Athletic Sweat,"<p>Slim fit crew neck sweatshirt.<br/>
Ribbed side panels, vee insert, ribbed cuffs and hem and woven fabric back hanger loop<br/>
100% marled cotton loop back mid weight sweat fabric<br/>
Heavily garment washed for softness<br/>
Made in China</p>",Three Over One,Sweatshirt,Mens,Color,Navy Marl,Size,S,,,,0,,1,deny,manual,139,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/190_Reginald_Athletic_Sweat_Natural_Marl_Front.jpg
reginald-athletic-sweat,,,,,,Color,Navy Marl,Size,M,,,,0,,1,deny,manual,139,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/191_Reginald_Athletic_Sweat_Natural_Marl_Back.jpg
reginald-athletic-sweat,,,,,,Color,Navy Marl,Size,L,,,,0,,1,deny,manual,139,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/193_Reginald_Athletic_Sweat_Green_Marl_Front.jpg
reginald-athletic-sweat,,,,,,Color,Navy Marl,Size,XL,,,,0,,1,deny,manual,139,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/194_Reginald_Athletic_Sweat_Green_Marl_Back.jpg
reginald-athletic-sweat,,,,,,Color,Navy Marl,Size,XXL,,,,0,,1,deny,manual,139,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/197_Reginald_Athletic_Sweat_Burnt_Red_Marl_Front.jpg
reginald-athletic-sweat,,,,,,Color,Grey Marl,Size,S,,,,0,,1,deny,manual,139,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/196_Reginald_Athletic_Sweat_Burnt_Red_Marl_Back.jpg
reginald-athletic-sweat,,,,,,Color,Grey Marl,Size,M,,,,0,,1,deny,manual,139,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/200_Reginald_Athletic_Sweat_Burnt_Orange_Marl_Front.jpg
reginald-athletic-sweat,,,,,,Color,Grey Marl,Size,L,,,,0,,1,deny,manual,139,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/202_Reginald_Athletic_Sweat_Burnt_Orange_Marl_Back.jpg
reginald-athletic-sweat,,,,,,Color,Grey Marl,Size,XL,,,,0,,1,deny,manual,139,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/203_Reginald_Athletic_Sweat_Grey_Marl_Front.jpg
reginald-athletic-sweat,,,,,,Color,Grey Marl,Size,XXL,,,,0,,1,deny,manual,139,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/205_Reginald_Athletic_Sweat_Grey_Marl_Back.jpg
reginald-athletic-sweat,,,,,,Color,Burnt Green Marl,Size,S,,,,0,,1,deny,manual,139,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/206_Reginald_Athletic_Sweat_Navy_Marl_Front.jpg
reginald-athletic-sweat,,,,,,Color,Burnt Green Marl,Size,M,,,,0,,1,deny,manual,139,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/207_Reginald_Athletic_Sweat_Navy_Marl_Back.jpg
reginald-athletic-sweat,,,,,,Color,Burnt Green Marl,Size,L,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,,,,,,Color,Burnt Green Marl,Size,XL,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,,,,,,Color,Burnt Green Marl,Size,XXL,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,,,,,,Color,Burnt Red Marl,Size,S,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,,,,,,Color,Burnt Red Marl,Size,M,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,,,,,,Color,Burnt Red Marl,Size,L,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,,,,,,Color,Burnt Red Marl,Size,XL,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,,,,,,Color,Burnt Red Marl,Size,XXL,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,,,,,,Color,Burnt Orange Marl,Size,S,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,,,,,,Color,Burnt Orange Marl,Size,M,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,,,,,,Color,Burnt Orange Marl,Size,L,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,,,,,,Color,Burnt Orange Marl,Size,XL,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,,,,,,Color,Burnt Orange Marl,Size,XXL,,,,0,,1,deny,manual,139,,TRUE,TRUE,
rosemary-athletic-sweat,Rosemary Athletic Sweat,"<p>Slim fit mens style crew neck sweatshirt.<br/>
Ribbed side panels, vee insert, ribbed cuffs and hem and woven fabric back hanger loop<br/>
100% marled cotton loop back mid weight sweat fabric<br/>
Heavily garment washed for softness<br/>
Made in China</p>",Three Over One,Sweatshirt,Womens,Color,Natural Marl,Size,XS,,,,0,,1,deny,manual,139,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/304_Rosemary_Athletic_Sweat_Grey_Marl_Front.jpg
rosemary-athletic-sweat,,,,,,Color,Natural Marl,Size,S,,,,0,,1,deny,manual,139,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/305_Rosemary_Athletic_Sweat_Grey_Marl_Back.jpg
rosemary-athletic-sweat,,,,,,Color,Natural Marl,Size,M,,,,0,,1,deny,manual,139,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/302_Rosemary_Athletic_Sweat_Natural_Marl_Front.jpg
rosemary-athletic-sweat,,,,,,Color,Natural Marl,Size,L,,,,0,,1,deny,manual,139,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/303_Rosemary_Athletic_Sweat_Natural_Marl_Back.jpg
rosemary-athletic-sweat,,,,,,Color,Grey Marl,Size,XS,,,,0,,1,deny,manual,139,,TRUE,TRUE,
rosemary-athletic-sweat,,,,,,Color,Grey Marl,Size,S,,,,0,,1,deny,manual,139,,TRUE,TRUE,
rosemary-athletic-sweat,,,,,,Color,Grey Marl,Size,M,,,,0,,1,deny,manual,139,,TRUE,TRUE,
rosemary-athletic-sweat,,,,,,Color,Grey Marl,Size,L,,,,0,,1,deny,manual,139,,TRUE,TRUE,
roy-pocket-tee,Roy Pocket Tee,"<p>Slim fit crew neck tee.<br/>
Woven fabric chest pocket and back neck lining<br/>
100% cotton jersey fabric.<br/>
Heavily garment washed for softness.<br/>
Made in China.</p>",Three Over One,T Shirt,Mens,Color,White,Size,S,,,,0,,1,deny,manual,79,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/237_Roy_Pocket_Tee_Burnt_Red_Front.jpg
roy-pocket-tee,,,,,,Color,White,Size,M,,,,0,,1,deny,manual,79,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/238_Roy_Pocket_Tee_Burnt_Red_Back.jpg
roy-pocket-tee,,,,,,Color,White,Size,L,,,,0,,1,deny,manual,79,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/228_Roy_Pocket_Tee_Burnt_Green_Front.jpg
roy-pocket-tee,,,,,,Color,White,Size,XL,,,,0,,1,deny,manual,79,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/230_Roy_Pocket_Tee_Burnt_Green_Back.jpg
roy-pocket-tee,,,,,,Color,White,Size,XXL,,,,0,,1,deny,manual,79,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/231_Roy_Pocket_Tee_Navy_Front.jpg
roy-pocket-tee,,,,,,Color,Navy,Size,S,,,,0,,1,deny,manual,79,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/232_Roy_Pocket_Tee_Navy_Back.jpg
roy-pocket-tee,,,,,,Color,Navy,Size,M,,,,0,,1,deny,manual,79,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/233_Roy_Pocket_Tee_White_Front.jpg
roy-pocket-tee,,,,,,Color,Navy,Size,L,,,,0,,1,deny,manual,79,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/234_Roy_Pocket_Tee_White_Back.jpg
roy-pocket-tee,,,,,,Color,Navy,Size,XL,,,,0,,1,deny,manual,79,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/234_Roy_Pocket_Tee_White_Back_1.jpg
roy-pocket-tee,,,,,,Color,Navy,Size,XXL,,,,0,,1,deny,manual,79,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/235_Roy_Pocket_Tee_Grey_Marl_Front.jpg
roy-pocket-tee,,,,,,Color,Grey Marl,Size,S,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,,,,,,Color,Grey Marl,Size,M,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,,,,,,Color,Grey Marl,Size,L,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,,,,,,Color,Grey Marl,Size,XL,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,,,,,,Color,Grey Marl,Size,XXL,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,,,,,,Color,Burnt Green,Size,S,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,,,,,,Color,Burnt Green,Size,M,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,,,,,,Color,Burnt Green,Size,L,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,,,,,,Color,Burnt Green,Size,XL,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,,,,,,Color,Burnt Green,Size,XXL,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,,,,,,Color,Burnt Red,Size,S,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,,,,,,Color,Burnt Red,Size,M,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,,,,,,Color,Burnt Red,Size,L,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,,,,,,Color,Burnt Red,Size,XL,,,,0,,1,deny,manual,79,,TRUE,TRUE,
roy-pocket-tee,,,,,,Color,Burnt Red,Size,XXL,,,,0,,1,deny,manual,79,,TRUE,TRUE,
samuel-under-shirt,Samuel Under Shirt,"<p>Slim fit button neck top.<br/>
Raw edge hem, deep cuffs and woven fabric back hanger loop and inner neck lining<br/>
100% ribbed mid weight jersey fabric<br/>
Real corozo buttons<br/>
Heavily garment washed for softness<br/>
Made in China</p>",Three Over One,Undershirt,Mens,Color,Navy,Size,S,,,,0,,1,deny,manual,99,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/214_Samuel_Under_Shirt_Navy_Front.jpg
samuel-under-shirt,,,,,,Color,Navy,Size,M,,,,0,,1,deny,manual,99,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/215_Samuel_Under_Shirt_Navy_Back.jpg
samuel-under-shirt,,,,,,Color,Navy,Size,L,,,,0,,1,deny,manual,99,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/217_Samuel_Under_Shirt_Off_White_Front.jpg
samuel-under-shirt,,,,,,Color,Navy,Size,XL,,,,0,,1,deny,manual,99,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/217_Samuel_Under_Shirt_Off_White_Front.jpg
samuel-under-shirt,,,,,,Color,Navy,Size,XXL,,,,0,,1,deny,manual,99,,TRUE,TRUE,
samuel-under-shirt,,,,,,Color,Off White,Size,S,,,,0,,1,deny,manual,99,,TRUE,TRUE,
samuel-under-shirt,,,,,,Color,Off White,Size,M,,,,0,,1,deny,manual,99,,TRUE,TRUE,
samuel-under-shirt,,,,,,Color,Off White,Size,L,,,,0,,1,deny,manual,99,,TRUE,TRUE,
samuel-under-shirt,,,,,,Color,Off White,Size,XL,,,,0,,1,deny,manual,99,,TRUE,TRUE,
samuel-under-shirt,,,,,,Color,Off White,Size,XXL,,,,0,,1,deny,manual,99,,TRUE,TRUE,
samuel-under-shirt-stripe,Samuel Under Shirt,"<p>Slim fit button neck top.<br/>
Raw edge hem, deep cuffs and woven fabric back hanger loop and inner neck lining<br/>
100% ribbed mid weight jersey fabric<br/>
Real corozo buttons<br/>
Heavily garment washed for softness<br/>
Made in China</p>",Three Over One,Undershirt,Mens,Color,Off White/Navy Stripe,Size,S,,,,0,,1,deny,manual,99,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/211_Samuel_Under_Shirt_Off_White_and_Navy_Stripe_Front.jpg
samuel-under-shirt-stripe,,,,,,Color,Off White/Navy Stripe,Size,M,,,,0,,1,deny,manual,99,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/212_Samuel_Under_Shirt_Off_White_and_Navy_Stripe_Back.jpg
samuel-under-shirt-stripe,,,,,,Color,Off White/Navy Stripe,Size,L,,,,0,,1,deny,manual,99,,TRUE,TRUE,
samuel-under-shirt-stripe,,,,,,Color,Off White/Navy Stripe,Size,XL,,,,0,,1,deny,manual,99,,TRUE,TRUE,
samuel-under-shirt-stripe,,,,,,Color,Off White/Navy Stripe,Size,XXL,,,,0,,1,deny,manual,99,,TRUE,TRUE,
shirley-shirt-blue-oxford-stripe,Shirley Blue Oxford Stripe Shirt,"<p>Slim fit mens style crew neck sweatshirt.<br/>
Ribbed side panels, vee insert, ribbed cuffs and hem and woven fabric back hanger loop<br/>
100% marled cotton loop back mid weight sweat fabric<br/>
Heavily garment washed for softness<br/>
Made in China</p>",Three Over One,Shirt,Womens,Color,Blue Oxford Stripe,Size,XS,,,,0,,1,deny,manual,179,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/334_Shirley_Shirt_Blue_Oxford_Stripe_Front.jpg
shirley-shirt-blue-oxford-stripe,,,,,,Color,Blue Oxford Stripe,Size,S,,,,0,,1,deny,manual,179,,TRUE,TRUE,http://dl.dropbox.com/u/5929324/mens/335_Shirley_Shirt_Blue_Oxford_Stripe_Back.jpg
shirley-shirt-blue-oxford-stripe,,,,,,Color,Blue Oxford Stripe,Size,M,,,,0,,1,deny,manual,179,,TRUE,TRUE,
shirley-shirt-blue-oxford-stripe,,,,,,Color,Blue Oxford Stripe,Size,L,,,,0,,1,deny,manual,179,,TRUE,TRUE,
